medication_name,official_query,source_system,source_status,setid,title,published_date,spl_version,label_url,service_url,query_url,source_use,review_status,notes
Midazolam,midazolam,DailyMed/FDA,official_label_located_pending_formal_review,54ed43b2-bad1-4b45-e063-6294a90a793a,"MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE) INJECTION, SOLUTION [ONESOURCE SPECIALTY PHARMA LIMITED]","Jun 24, 2026",1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/54ed43b2-bad1-4b45-e063-6294a90a793a.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=midazolam&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Mirtazapina,mirtazapine,DailyMed/FDA,official_label_located_pending_formal_review,2a0689ae-5650-42d1-ac9d-56dd2b467727,"MIRTAZAPINE TABLET, FILM COATED [PREFERRED PHARMACEUTICALS INC.]","Jul 15, 2026",3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/2a0689ae-5650-42d1-ac9d-56dd2b467727.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=mirtazapine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Naloxona,naloxone,DailyMed/FDA,official_label_located_pending_formal_review,2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,"BUPRENORPHINE AND NALOXONE TABLET [ASCEND LABORATORIES, LLC]","Jul 06, 2026",19,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=naloxone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Naltrexona,naltrexone,DailyMed/FDA,official_label_located_pending_formal_review,56055980-d23b-ec7d-e063-6394a90a9cc2,"NALTREXONE HYDROCHLORIDE TABLET, FILM COATED [COUPLER LLC]","Jul 10, 2026",1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/56055980-d23b-ec7d-e063-6394a90a9cc2.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=naltrexone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Nortriptilina,nortriptyline,DailyMed/FDA,official_label_located_pending_formal_review,aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28,"NORTRIPTYLINE HYDROCHLORIDE CAPSULE [SUN PHARMACEUTICAL INDUSTRIES, INC.]","Jul 16, 2026",11,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=nortriptyline&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Olanzapina,olanzapine,DailyMed/FDA,official_label_located_pending_formal_review,0ecbf540-572e-4ca4-b694-18ca1cd1c194,"OLANZAPINE TABLET, FILM COATED [MAJOR PHARMACEUTICALS]","Jul 15, 2026",14,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0ecbf540-572e-4ca4-b694-18ca1cd1c194.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=olanzapine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Oxazepam,oxazepam,DailyMed/FDA,official_label_located_pending_formal_review,a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,"OXAZEPAM CAPSULE, GELATIN COATED [ACTAVIS PHARMA, INC.]","Nov 17, 2025",20,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=oxazepam&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Oxcarbazepina,oxcarbazepine,DailyMed/FDA,official_label_located_pending_formal_review,867eaf99-3e31-4f75-bfae-2898804d956d,"OXCARBAZEPINE TABLET, FILM COATED [ANI PHARMACEUTICALS, INC.]","Jul 15, 2026",3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867eaf99-3e31-4f75-bfae-2898804d956d,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/867eaf99-3e31-4f75-bfae-2898804d956d.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=oxcarbazepine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Paliperidona,paliperidone,DailyMed/FDA,official_label_located_pending_formal_review,71985eb4-07df-41c9-8b9a-85f39e92b7d0,"PALIPERIDONE TABLET, EXTENDED RELEASE [AJANTA PHARMA USA INC.]","Jun 15, 2026",5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/71985eb4-07df-41c9-8b9a-85f39e92b7d0.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=paliperidone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Paroxetina,paroxetine,DailyMed/FDA,official_label_located_pending_formal_review,118320de-0632-4139-8b13-7428b41da0ac,"PAROXETINE (PAROXETINE HYDROCHLORIDE) TABLET, FILM COATED [NORTHSTAR RX LLC]","Jul 13, 2026",6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=118320de-0632-4139-8b13-7428b41da0ac,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/118320de-0632-4139-8b13-7428b41da0ac.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=paroxetine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Prometazina,promethazine,DailyMed/FDA,official_label_located_pending_formal_review,3983d6d3-8bf4-4a88-962f-9bf72fd6e685,PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE ORAL SOLUTION SOLUTION [ATLANTIC BIOLOGICALS CORP.],"Jul 13, 2026",4,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/3983d6d3-8bf4-4a88-962f-9bf72fd6e685.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=promethazine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Quetiapina,quetiapine,DailyMed/FDA,official_label_located_pending_formal_review,5643d339-50ea-405d-e063-6394a90a3b70,QUETIAPINE FUMARATE (QUETIAPINE) TABLET [COUPLER LLC],"Jul 13, 2026",1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5643d339-50ea-405d-e063-6394a90a3b70.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=quetiapine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Risperidona,risperidone,DailyMed/FDA,official_label_located_pending_formal_review,5643c32b-310e-4888-e063-6394a90ab62f,RISPERIDONE TABLET [COUPLER LLC],"Jul 15, 2026",2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5643c32b-310e-4888-e063-6394a90ab62f.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=risperidone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Rivastigmina,rivastigmine,DailyMed/FDA,official_label_located_pending_formal_review,52781229-ee82-43f9-a113-4419a611978d,RIVASTIGMINE TARTRATE CAPSULE [AMERICAN HEALTH PACKAGING],"Nov 21, 2025",2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/52781229-ee82-43f9-a113-4419a611978d.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=rivastigmine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Sertralina,sertraline,DailyMed/FDA,official_label_located_pending_formal_review,4ddfd698-3d47-fc0e-e063-6394a90accec,"SERTRALINE HYDROCHLORIDE TABLET, FILM COATED [NORTHWIND HEALTH COMPANY, LLC]","Jul 15, 2026",2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4ddfd698-3d47-fc0e-e063-6394a90accec.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=sertraline&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Sulpirida,sulpiride,DailyMed/FDA,official_label_located_pending_formal_review,50a8c251-35ab-41f5-b7b7-3a4dd2222906,"SULPIRIDE POWDER [DARMERICA, LLC]","Jan 06, 2026",3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/50a8c251-35ab-41f5-b7b7-3a4dd2222906.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=sulpiride&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Temazepam,temazepam,DailyMed/FDA,official_label_located_pending_formal_review,bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,RESTORIL (TEMAZEPAM) CAPSULE [SPECGX LLC],"Jun 15, 2026",25,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/bc56f7fd-1aaf-48ff-8aa7-d467e59e1015.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=temazepam&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Tioridazina,thioridazine,DailyMed/FDA,official_label_located_pending_formal_review,1fd16a99-e856-4a37-9dae-c443714fac14,"THIORIDAZINE HYDROCHLORIDE TABLET, FILM COATED [SAFECOR HEALTH LLC]","Mar 04, 2026",2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/1fd16a99-e856-4a37-9dae-c443714fac14.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=thioridazine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Topiramato,topiramate,DailyMed/FDA,official_label_located_pending_formal_review,46a305cb-ab73-0bca-e063-6294a90a9b85,"TOPIRAMATE TABLET, FILM COATED [ST. MARY'S MEDICAL PARK PHARMACY]","Jul 16, 2026",3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/46a305cb-ab73-0bca-e063-6294a90a9b85.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=topiramate&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Trazodona,trazodone,DailyMed/FDA,official_label_located_pending_formal_review,5bc5f266-6c0e-4b9a-b6e0-ea694928b948,TRAZODONE HYDROCHLORIDE TABLET [GRANULES PHARMACEUTICALS INC.],"Jul 13, 2026",6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5bc5f266-6c0e-4b9a-b6e0-ea694928b948.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=trazodone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Valproato,valproic acid,DailyMed/FDA,official_label_located_pending_formal_review,4b619f73-44e5-4a99-b425-a96cb2228c87,VALPROIC ACID SOLUTION [AMERICAN HEALTH PACKAGING],"Jul 10, 2026",1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4b619f73-44e5-4a99-b425-a96cb2228c87.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=valproic+acid&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Venlafaxina,venlafaxine,DailyMed/FDA,official_label_located_pending_formal_review,38fd2c97-cd30-2f7d-e054-00144ff8d46c,"VENLAFAXINE HYDROCHLORIDE TABLET [YAOPHARMA CO., LTD.]","Jul 09, 2026",20,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/38fd2c97-cd30-2f7d-e054-00144ff8d46c.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=venlafaxine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Venlafaxina XR,venlafaxine,DailyMed/FDA,official_label_located_pending_formal_review,38fd2c97-cd30-2f7d-e054-00144ff8d46c,"VENLAFAXINE HYDROCHLORIDE TABLET [YAOPHARMA CO., LTD.]","Jul 09, 2026",20,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/38fd2c97-cd30-2f7d-e054-00144ff8d46c.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=venlafaxine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Vilazodona,vilazodone,DailyMed/FDA,official_label_located_pending_formal_review,4c55ccfb-c4cf-11df-851a-0800200c9a66,"VIIBRYD (VILAZODONE HYDROCHLORIDE) TABLET VIIBRYD (VILAZODONE HYDROCHLORIDE) KIT [ALLERGAN, INC.]","Dec 22, 2025",34,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4c55ccfb-c4cf-11df-851a-0800200c9a66.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=vilazodone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Vortioxetina,vortioxetine,DailyMed/FDA,official_label_located_pending_formal_review,cb1e9df4-dd74-4073-9d78-bb55593dd000,"TRINTELLIX (VORTIOXETINE) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]","Feb 23, 2026",21,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/cb1e9df4-dd74-4073-9d78-bb55593dd000.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=vortioxetine&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Ziprasidona,ziprasidone,DailyMed/FDA,official_label_located_pending_formal_review,b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,"ZIPRASIDONE HYDROCHLORIDE (ZIPRASIDONE HCL) CAPSULE [GOLDEN STATE MEDICAL SUPPLY, INC.]","Jun 30, 2026",13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=ziprasidone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Zolpidem,zolpidem,DailyMed/FDA,official_label_located_pending_formal_review,9025a6f7-5501-4aba-875e-222ef39848c0,ZOLPIDEM TARTRATE CAPSULE [TORRENT PHARMACEUTICALS LIMITED],"Jul 16, 2026",1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/9025a6f7-5501-4aba-875e-222ef39848c0.xml,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=zolpidem&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",source_locator_only_no_clinical_claim_extracted,
Zopiclona,zopiclone,DailyMed/FDA,not_found,,,,,,,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=zopiclone&label_type=human%2Frxonly&pagesize=20,"official regulatory locator for later dose, safety, contraindication, warning, and adverse reaction extraction",official_source_not_found_in_dailymed,
